incident_id,source_agency,provider_bucket,incident__source__date_occurred,incident__context__region,incident__context__operator,incident__event__top_event,incident__event__incident_type,incident__event__summary,json_path
VR%20170%20Gulf%20Offshore%2003-July-2023,BSEE,schema_v2_3,2023-07-03,Gulf of Mexico - Vermillion Block 170,Gulf Offshore LLC,Loss of Control - Equipment Rotation,Personnel Injury - Equipment Strike,"On July 3, 2023, a spinning wrench rotated approximately 30 inches and struck the Assistant Driller in the hard hat and head while he was standing at the wrench controls during drilling operations on the Enterprise 264 rig. The wrench was improperly installed with only one back-up line instead of the two required by the manufacturer's user manual, allowing excessive rotational movement. The AD was diagnosed with a concussion and evacuated to shore two days after the incident. Investigation revealed the user manual was not readily available to rig personnel, and rig personnel were trained on the job without written procedures.",data/structured/incidents/schema_v2_3/VR%20170%20Gulf%20Offshore%2003-July-2023.json
VR%20170A%20Gulf%20Offshore%2011-AUG-2024,BSEE,schema_v2_3,2024-08-11,Gulf of Mexico - Vermilion Block 170,Gulf Offshore LLC,Loss of Containment,Explosion and Fire,"On August 11, 2024, at approximately 7:10 p.m., an explosion and fires occurred on the deck of the liftboat Brazos at Vermilion Block 170 A during well cleanup and test operations. Two PTS workers were injured with second-degree burns. The incident was caused by gas escaping through improperly latched hatches on a 500-barrel atmospheric tank, creating a flammable atmosphere that was drawn into a rental diesel generator. The generator's faulty electronic control module prevented the automatic air intake shutdown device from functioning when the engine oversped, leading to ignition of the gas plume. Contributing factors included lack of written procedures, inadequate hazard analysis, poor maintenance of tank hatch O-rings, and calm wind conditions that allowed gas accumulation.",data/structured/incidents/schema_v2_3/VR%20170A%20Gulf%20Offshore%2011-AUG-2024.json
VR%20369-A%20Renaissance%2004-Apr-2024,BSEE,schema_v2_3,2024-04-04,Gulf of Mexico - Vermilion Area Block 369,"Renaissance Offshore, LLC",Loss of Containment,Uncontrolled pressure release from well tree,"On April 4, 2024, at approximately 10:30 PM, a Cajun Cutters welder was injured when unexpected gas pressure was released from the top of well A-15 tree during removal of a tree cap adapter flange. The worker was impacted in the left eye and left side of face by the pressure release. The incident occurred during temporary production piping reconfiguration work for pipeline depressurization. The worker had been on duty for 15.5 hours. Lockout/Tagout procedures were not properly implemented to ensure positive isolation of all well tree valves. The injured person required medical evacuation and sustained partial permanent hearing loss and eye injuries requiring ongoing treatment.",data/structured/incidents/schema_v2_3/VR%20369-A%20Renaissance%2004-Apr-2024.json
W%20%26%20T%20%20HI%20A%20379-B%202010%20Report%2021-Feb-2024,BSEE,schema_v2_3,2024-02-21,"Gulf of Mexico, HI Area Block A 379","W & T Offshore, Inc.",Fire,Fire during hot work operations,"On February 21, 2024, at approximately 1349 hours, a fire occurred at the HI A 379 B platform operated by W&T Offshore during construction operations to replace corroded deck plating. While a construction fitter was grinding freshly laid welds, sparks migrated through two layers of protective fire blanket barriers into a chemical/methanol storage area approximately six feet away, igniting flammable materials. The fire was extinguished using multiple fire extinguishers and hose reels. The facility was shut down via ESD. Investigation revealed that flammable materials should have been removed per JSA requirements rather than relying on fire blanket barriers.",data/structured/incidents/schema_v2_3/W%20%26%20T%20%20HI%20A%20379-B%202010%20Report%2021-Feb-2024.json
WC%2033%20Apache%20Injury%2010-AUG-23,BSEE,schema_v2_3,2023-08-10,Gulf of Mexico - West Cameron Block 33,Apache Corporation,Wire Rope Sling Failure During Lifting Operations,Structural Damage - Crane/Lifting,"On August 10, 2023, at approximately 5:15 pm, during decommissioning operations at West Cameron 33 Platform, a 2.5-ton wire rope sling parted while lifting a water abrasive cutter from a 48-inch caisson. The abrasive cutter had hung up in the caisson and was being re-lifted when it hung up again simultaneously with a wave surge. The parted sling struck an Offshore Technical Services employee on the head and neck, causing a forehead laceration requiring 16 stitches and a C6 vertebrae fracture. The incident occurred in 5-7 foot seas with the injured person standing next to the open caisson without fall protection. The JSA did not address dynamic loading from adverse sea conditions or specify the maximum lift weight relative to sling capacity.",data/structured/incidents/schema_v2_3/WC%2033%20Apache%20Injury%2010-AUG-23.json
WD%20152%20Renaissance%2027-Aug-2025,BSEE,schema_v2_3,2025-08-27,"Gulf of America, West Delta Block 152","Renaissance Offshore, LLC",Loss of Structural Integrity,Crane Failure - Structural Damage,"On 27 August 2025 at 1045 hours, a crane boom cable separated during a dynamic lift of an 8,000-pound Power Pack from a motor vessel to the WD-152 A platform. The crane boom fell uncontrollably, striking platform handrails and the motor vessel stern. Investigation revealed a seized bearing in the boom cable bridle sheave assembly caused the sheave pin to wear down approximately 1/2 inch. The cable cut through the Nylatron sheave material until it contacted the hardened bearing race, then cut through the sheave side, ultimately failing under slow strain. A small amount of hydraulic fluid entered the Gulf of America from broken hoses and fittings. No injuries occurred. Damage totaled $125,000.",data/structured/incidents/schema_v2_3/WD%20152%20Renaissance%2027-Aug-2025.json
WD%2073%20COX%2017-Feb-2023,BSEE,schema_v2_3,2023-02-17,Gulf of Mexico - West Delta Block 73,"Cox Operating, L.L.C.",Loss of Containment,Gas Leak,"On 17 February 2023 at approximately 0315 hours, a gas leak occurred on a 12-inch gas pipeline riser (PSN 759) approximately 5-7 feet above the water line at the WD 73AT production platform. The ESD was activated, shutting down the entire facility. All 26 personnel on board mustered upwind at the quarters structure and sheltered in place due to severe weather conditions (5-8 foot seas, 20-30 knot winds with gusts to 40 knots). The pipeline was bled down from 1080 psi to 0 psi. A light non-recoverable sheen (2.56 miles long, 300 feet wide) was observed during overflight. Investigation determined the leak was caused by inadequate preventative maintenance, with repairs identified in a 2015 Level 2 survey never completed, and inadequate inspection methods (drone survey on 15 Feb 2023 insufficient, no intelligent PIG inspection conducted).",data/structured/incidents/schema_v2_3/WD%2073%20COX%2017-Feb-2023.json
WD%2090%20Apache%20%2021-APR-2025,BSEE,schema_v2_3,2025-04-21,"Gulf of America, West Delta Block 90",Apache Corporation,Loss of Well Control,Uncontrolled Release,"On April 21, 2025, at approximately 19:30hrs CDT, the West Delta 90 B platform experienced a loss of well control during Plug and Abandonment operations on well B020. While pumping fluid down the tubing to equalize pressure across a downhole plug, approximately 20 barrels of oil and gas were released from a leak at the starter head flange and 10-3/4 x 20 surface casing annulus. The uncontrolled release led to full platform evacuation. The incident resulted from a breach at the spooling head and failure within the tubing string that enabled hydraulic communication between tubing and annulus. Contributing factors included inadequate pre-job planning, failure to incorporate historical well data showing prior leakage issues, and lack of hazard assessment before continuing operations after initial leak detection.",data/structured/incidents/schema_v2_3/WD%2090%20Apache%20%2021-APR-2025.json
WR%2051_BOE%20Exploration_7-JAN-2023,BSEE,schema_v2_3,2023-01-07,Gulf of Mexico - Walker Ridge Block 51,BOE Exploration & Production LLC,Loss of Containment - Dropped Object,Structural Damage - Equipment Failure,"On January 7, 2023, during drilling operations on the Transocean Deepwater Atlas drillship, a 6-5/8 inch drill pipe joint weighing 60.78 lbs/ft was dropped 58 feet onto the pipe skate when the Pipe Laydown System (PLS) failed to maintain grip. The PLS only engaged the roller jaw while the centralizer and gripper arms did not fully grip due to a hydraulic leak. The Assistant Driller could not visually confirm proper grip due to obstructed view and relied solely on the control screen which gave no indication of the partial grip or unintended movement. All personnel were in the safe step back area and no injuries occurred.",data/structured/incidents/schema_v2_3/WR%2051_BOE%20Exploration_7-JAN-2023.json
bayer_report_final,UNKNOWN,schema_v2_3,,,,,,,data/structured/incidents/schema_v2_3/bayer_report_final.json
cox-wd-31-e-19-nov-2022,BSEE,schema_v2_3,2022-11-19,Gulf of Mexico - West Delta Block 31,"Cox Operating, L.L.C.",Vessel Allision with Platform,Allision,"On 19 November 2022 at approximately 0430 hours, motor vessel Jacob Gerald allided into West Delta 31 Platform E-DRL while transporting personnel. The captain dozed off before impact. The vessel was traveling at cruising speed of 8 knots when the captain fell asleep. A production operator aboard the vessel reported back soreness and was transported to an onshore medical facility, later released to full duty (first aid case). The allision caused damage to several structural members. The platform was shut in and the damaged area barricaded. Engineering analysis determined the platform was safe to man with wave heights below 20 feet. Total repair costs remain unknown but not expected to exceed $25K.",data/structured/incidents/schema_v2_3/cox-wd-31-e-19-nov-2022.json
sample_incident_001,UNKNOWN,schema_v2_3,,unknown,unknown,worker injury,equipment failure,"While performing routine maintenance on a centrifugal pump, a worker removed a coupling guard. The pump was inadvertently started during troubleshooting, causing the rotating shaft to catch the worker's glove. The worker suffered a hand injury.",data/structured/incidents/schema_v2_3/sample_incident_001.json
sample_incident_002,UNKNOWN,schema_v2_3,,unknown,unknown,load swing,personal injury,"During crane lifting operations on an offshore deck, the load swung unexpectedly due to wind gusts. A rigger attempted to steady the load manually and suffered a shoulder injury. Pre-job briefing did not address wind limits and spotter coverage was insufficient.",data/structured/incidents/schema_v2_3/sample_incident_002.json
sample_incident_003,UNKNOWN,schema_v2_3,,unknown,unknown,Worker entered confined space without permit,Confined space entry incident,A worker entered a confined space to inspect a vessel without completing the permit. Gas testing was not performed and ventilation was not set up. The worker experienced dizziness and required medical evaluation.,data/structured/incidents/schema_v2_3/sample_incident_003.json
